title,year,genre,country,director,writer,imdb_url,trailer_url,festival_url
13 Assassins,2010,Action,Japan / UK,Takashi Miike,Kaneo Ikegami / Daisuke Tengan,http://www.imdb.com/title/tt1436045/,http://www.youtube.com/watch?v=nQfnsrGaD5k&html5=True,http://www.cphpix.dk/p/film.lasso?ser=1326&s=
The 36th Chamber of Shaolin,1978,Action,Hong Kong,Chia-Liang Liu,Kuang Ni,http://www.imdb.com/title/tt0078243/
